,task_name,cam_type,epochs,demo_count,max_eplens,done_count,min_distance,final_distance,dataset_type,mbsize
65,ReachObs_Random,wrist+l_shoulder+r_shoulder,500,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",4,0.2711442260650897,0.4610097837936452,obs,100
66,ReachObs_Random,wrist+l_shoulder+r_shoulder,1000,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",4,0.27719625301318956,0.45124120946157886,obs,40
67,ReachObs_Random,wrist+l_shoulder+r_shoulder,1000,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",3,0.2893491508130812,0.5461604305643379,obs,64
68,ReachObs_Random,wrist+l_shoulder+r_shoulder,1000,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",7,0.1779342202636047,0.25238513122747924,obs,100
69,ReachObs_Random,wrist+l_shoulder+r_shoulder,2000,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",5,0.2156496225705153,0.31678539771883585,obs,40
70,ReachObs_Random,wrist+l_shoulder+r_shoulder,2000,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",2,0.3458911648343683,0.563421107620854,obs,64
71,ReachObs_Random,wrist+l_shoulder+r_shoulder,2000,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",2,0.31960252290808644,0.4698015008135264,obs,100
72,ReachObs_Random,wrist+r_shoulder,50,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",0,0.42679234955941736,0.8322717220800957,obs,40
73,ReachObs_Random,wrist+r_shoulder,50,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",0,0.43294810019105745,0.6609961016134658,obs,64
74,ReachObs_Random,wrist+r_shoulder,50,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",0,0.369252652344964,0.39572667982211984,obs,100
75,ReachObs_Random,wrist+r_shoulder,100,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",1,0.41730078802379483,0.8121261324562074,obs,40
76,ReachObs_Random,wrist+r_shoulder,100,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",2,0.422666488615817,0.6642880618454154,obs,64
77,ReachObs_Random,wrist+r_shoulder,100,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",0,0.41301840494170705,0.5962360175881464,obs,100
78,ReachObs_Random,wrist+r_shoulder,200,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",0,0.4233373694087773,0.786777618163726,obs,40
79,ReachObs_Random,wrist+r_shoulder,200,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",1,0.41288687682594044,0.7747436716803096,obs,64
80,ReachObs_Random,wrist+r_shoulder,200,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",0,0.4123125955999363,0.7317018215646908,obs,100
81,ReachObs_Random,wrist+r_shoulder,500,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",0,0.4057847036443998,0.7866604797804754,obs,40
82,ReachObs_Random,wrist+r_shoulder,500,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",0,0.40815523312707347,0.8056928425698722,obs,64
